% Citation Request :
% 1. OZKAN IA., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 

% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access) 
% 
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://doi.org/10.3390/electronics11070981. 
% DATASET: https://www.muratkoklu.com/datasets/

@RELATION Pistachio_28_Features_Dataset
@ATTRIBUTE Area	INTEGER
@ATTRIBUTE Perimeter	REAL
@ATTRIBUTE Major_Axis	REAL
@ATTRIBUTE Minor_Axis	REAL
@ATTRIBUTE Eccentricity	REAL
@ATTRIBUTE Eqdiasq	REAL
@ATTRIBUTE Solidity	REAL
@ATTRIBUTE Convex_Area	INTEGER
@ATTRIBUTE Extent	REAL
@ATTRIBUTE Aspect_Ratio	REAL
@ATTRIBUTE Roundness	REAL
@ATTRIBUTE Compactness	REAL
@ATTRIBUTE Shapefactor_1	REAL
@ATTRIBUTE Shapefactor_2	REAL
@ATTRIBUTE Shapefactor_3	REAL
@ATTRIBUTE Shapefactor_4	REAL
@ATTRIBUTE Mean_RR	REAL
@ATTRIBUTE Mean_RG	REAL
@ATTRIBUTE Mean_RB	REAL
@ATTRIBUTE StdDev_RR	REAL
@ATTRIBUTE StdDev_RG	REAL
@ATTRIBUTE StdDev_RB	REAL
@ATTRIBUTE Skew_RR	REAL
@ATTRIBUTE Skew_RG	REAL
@ATTRIBUTE Skew_RB	REAL
@ATTRIBUTE Kurtosis_RR	REAL
@ATTRIBUTE Kurtosis_RG	REAL
@ATTRIBUTE Kurtosis_RB	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siirt_Pistachio}

@DATA
60411,1880.844,425.6987,202.7384,0.8793,277.3404,0.871,69362,0.6852,2.0997,0.2146,0.6515,0.007,0.0034,0.4244,0.8912,227.0514,209.3897,192.0304,27.0257,28.3901,26.2069,-0.706,-0.6287,-0.4767,2.3156,2.3224,2.3194,Kirmizi_Pistachio
81164,1222.931,442.9454,242.1429,0.8374,321.4673,0.9392,86419,0.7543,1.8293,0.682,0.7257,0.0055,0.003,0.5267,0.9635,218.1724,205.2348,197.9947,21.4675,23.0536,23.5558,-0.9706,-0.7575,-0.5712,3.337,3.0248,3.185,Kirmizi_Pistachio
57539,1852.1949,415.5954,218.6565,0.8504,270.6676,0.7909,72752,0.6211,1.9007,0.2108,0.6513,0.0072,0.0038,0.4242,0.8062,205.1863,193.2184,181.4829,20.9036,20.9947,18.9361,-0.3635,-0.3427,-0.4945,2.278,2.3152,2.9684,Kirmizi_Pistachio
89516,1381.541,472.1266,247.1898,0.852,337.6023,0.9558,93654,0.7111,1.91,0.5894,0.7151,0.0053,0.0028,0.5113,0.9766,199.3283,192.8711,180.8499,19.1518,20.0045,15.9668,-0.5574,-0.5882,-0.3852,2.4045,2.413,2.7746,Kirmizi_Pistachio
80823,1752.064,455.1963,249.032,0.8371,320.7913,0.8924,90565,0.6916,1.8279,0.3309,0.7047,0.0056,0.0031,0.4966,0.9078,229.0215,220.1263,206.9421,23.1907,23.2092,19.3852,-1.2634,-1.2613,-1.1857,4.0769,4.0893,3.9978,Kirmizi_Pistachio
63890,1110.252,413.5992,200.6706,0.8744,285.2144,0.9572,66746,0.6584,2.0611,0.6513,0.6896,0.0065,0.0031,0.4755,0.9801,196.1492,185.606,177.0824,15.3305,16.6151,18.0449,0.0204,0.3628,1.1526,4.0129,4.1913,6.3415,Kirmizi_Pistachio
74065,1380.55,405.4317,245.2286,0.7963,307.0871,0.9041,81920,0.7251,1.6533,0.4883,0.7574,0.0055,0.0033,0.5737,0.9485,216.5529,201.7244,180.9268,26.9356,27.1681,25.6507,-0.286,-0.232,-0.0635,1.9378,1.9539,2.1674,Kirmizi_Pistachio
60324,1851.119,367.964,216.4043,0.8088,277.1406,0.9038,66748,0.7151,1.7004,0.2212,0.7532,0.0061,0.0036,0.5673,0.9646,212.0677,201.695,188.0365,23.0372,24.1554,22.63,-0.648,-0.586,-0.4096,2.3925,2.3231,2.5085,Kirmizi_Pistachio
91922,2600.3191,510.7675,247.9755,0.8742,342.1092,0.8823,104190,0.6661,2.0597,0.1708,0.6698,0.0056,0.0027,0.4486,0.9241,215.617,204.396,188.3079,18.3559,19.5079,19.3669,-0.9507,-0.7775,0.0205,3.735,3.6534,3.8474,Kirmizi_Pistachio
61827,1119.1331,425.9982,191.7028,0.893,280.5719,0.9533,64856,0.7133,2.2222,0.6203,0.6586,0.0069,0.0031,0.4338,0.9639,211.8331,199.4275,187.2719,18.7689,20.0027,22.2851,-0.5587,-0.1863,0.5392,3.7453,3.4685,3.6469,Kirmizi_Pistachio
85969,2345.6279,421.6958,291.1149,0.7235,330.8461,0.8702,98789,0.7033,1.4486,0.1964,0.7846,0.0049,0.0034,0.6155,0.8916,206.1912,193.7395,177.7094,18.2206,18.1049,16.7189,-0.9762,-0.9983,-0.7881,3.1975,3.3114,3.3104,Kirmizi_Pistachio
82735,1159.396,472.8359,228.0594,0.876,324.5635,0.9833,84136,0.7396,2.0733,0.7735,0.6864,0.0057,0.0028,0.4712,0.9769,227.1865,219.1278,202.7139,23.3855,25.8677,24.5639,-0.5794,-0.2741,-0.4706,2.6509,2.232,2.5639,Kirmizi_Pistachio
68522,1762.667,440.5884,210.0721,0.879,295.3725,0.9141,74961,0.6349,2.0973,0.2771,0.6704,0.0064,0.0031,0.4494,0.9426,196.1118,186.9863,174.937,19.3695,20.4189,20.5971,-0.0708,0.1029,0.4077,3.0198,3.127,4.2331,Kirmizi_Pistachio
74054,1106.869,419.7861,229.3526,0.8376,307.0643,0.9637,76847,0.7725,1.8303,0.7596,0.7315,0.0057,0.0031,0.5351,0.9793,229.568,220.5978,205.9277,24.0724,24.6345,25.0684,-1.2336,-1.1648,-0.9235,3.658,3.5321,3.2369,Kirmizi_Pistachio
80574,1205.184,447.1653,232.2778,0.8545,320.2968,0.9749,82648,0.728,1.9251,0.6971,0.7163,0.0055,0.0029,0.5131,0.9877,202.7203,191.8992,179.4093,15.5926,16.221,18.9799,-0.4389,-0.506,0.2204,3.0503,3.4638,3.8518,Kirmizi_Pistachio
71594,1168.067,475.4624,193.353,0.9136,301.9211,0.981,72982,0.7683,2.459,0.6594,0.635,0.0066,0.0027,0.4032,0.9916,213.9747,202.4698,188.3521,16.3911,16.3513,17.2318,-0.8996,-0.5179,0.2557,4.8467,4.4744,3.9488,Kirmizi_Pistachio
73474,1138.402,439.1718,218.9616,0.8668,305.8594,0.9698,75764,0.7522,2.0057,0.7124,0.6964,0.006,0.003,0.485,0.9728,228.0502,216.9982,202.5707,25.3115,27.2536,25.8601,-0.7742,-0.4143,-0.3446,2.7331,2.4075,2.383,Kirmizi_Pistachio
96086,1397.467,541.9661,233.9702,0.902,349.7721,0.9465,101521,0.666,2.3164,0.6183,0.6454,0.0056,0.0024,0.4165,0.9648,209.4495,200.7008,192.1293,17.0926,18.1147,20.6631,-0.7493,-0.5212,0.1007,3.9649,3.6008,3.388,Kirmizi_Pistachio
96532,1767.6689,453.4496,282.7695,0.7817,350.5829,0.9494,101679,0.732,1.6036,0.3882,0.7731,0.0047,0.0029,0.5978,0.9586,225.8461,219.3152,208.6152,26.2251,28.6536,31.5527,-0.7181,-0.5882,-0.3973,2.61,2.3887,2.0214,Kirmizi_Pistachio
91090,1241.655,482.3434,244.1972,0.8624,340.5575,0.9797,92981,0.7762,1.9752,0.7425,0.706,0.0053,0.0027,0.4985,0.9847,229.6917,218.6806,203.7137,22.0349,22.5874,23.0222,-1.2042,-0.9796,-0.448,4.0971,3.7431,3.0547,Kirmizi_Pistachio
83628,1838.771,492.9537,230.5179,0.8839,326.3104,0.9257,90339,0.7383,2.1385,0.3108,0.6619,0.0059,0.0028,0.4382,0.937,217.5247,207.0067,186.4356,26.09,26.49,26.4577,-0.3335,-0.2139,-0.0044,2.0732,2.104,2.1385,Kirmizi_Pistachio
71716,1090.189,418.2818,219.9957,0.8505,302.1782,0.9779,73338,0.7484,1.9013,0.7583,0.7224,0.0058,0.0031,0.5219,0.9923,219.1278,212.6016,198.9213,22.0197,22.9804,23.7043,-0.6516,-0.5435,-0.4521,2.8358,2.5436,2.2575,Kirmizi_Pistachio
89168,1332.229,504.1752,230.6764,0.8892,336.9454,0.9708,91854,0.7519,2.1856,0.6313,0.6683,0.0057,0.0026,0.4466,0.9762,216.1749,205.5488,193.0518,22.1796,21.6274,20.534,-0.6588,-0.6115,-0.2548,3.4279,3.2127,3.4052,Kirmizi_Pistachio
78126,1928.827,456.1414,237.1336,0.8542,315.3936,0.894,87390,0.728,1.9236,0.2639,0.6914,0.0058,0.003,0.4781,0.9196,220.7458,212.2459,198.2131,25.4053,26.4828,25.1724,-0.6998,-0.5847,-0.4111,2.4425,2.3365,2.4541,Kirmizi_Pistachio
53028,1262.9,422.5751,164.0007,0.9216,259.841,0.9387,56488,0.7212,2.5767,0.4178,0.6149,0.008,0.0031,0.3781,0.9742,205.5145,191.7627,171.0259,17.9237,19.6089,21.3958,-0.4663,-0.2488,-0.2152,2.9667,3.0191,3.2076,Kirmizi_Pistachio
84987,1136.249,462.183,238.2535,0.8569,328.9511,0.9764,87045,0.7701,1.9399,0.8272,0.7117,0.0054,0.0028,0.5066,0.9827,237.0647,233.9987,213.3449,22.3581,24.2976,22.0071,-1.2508,-1.1731,-0.6381,3.8587,3.7126,2.7077,Kirmizi_Pistachio
80770,1256.714,445.8208,238.2141,0.8453,320.6861,0.9475,85247,0.6878,1.8715,0.6427,0.7193,0.0055,0.0029,0.5174,0.9683,222.3678,213.5801,202.1348,23.7909,25.0251,22.5892,-0.8459,-0.833,-0.6767,2.6396,2.6648,2.5444,Kirmizi_Pistachio
84880,1458.657,475.3602,246.4661,0.8551,328.7439,0.9233,91934,0.706,1.9287,0.5013,0.6916,0.0056,0.0029,0.4783,0.9224,219.3698,212.4704,202.9291,20.5703,23.0201,21.6779,-0.7622,-0.7448,-0.2291,3.6905,3.4721,3.5018,Kirmizi_Pistachio
73254,1967.176,429.6196,233.9086,0.8388,305.4012,0.9119,80327,0.7125,1.8367,0.2379,0.7109,0.0059,0.0032,0.5053,0.9281,222.5038,212.5331,198.0129,25.2897,26.9168,26.7583,-0.6928,-0.5811,-0.5191,2.6485,2.568,2.5095,Kirmizi_Pistachio
84010,1241.546,490.5629,221.6895,0.8921,327.0548,0.9836,85410,0.7595,2.2128,0.6849,0.6667,0.0058,0.0026,0.4445,0.9836,216.717,209.6351,199.4741,20.6088,19.8558,15.1498,-0.9133,-0.8184,-0.6462,3.3103,3.2056,3.4124,Kirmizi_Pistachio
85018,1274.892,446.8256,246.677,0.8338,329.0111,0.9632,88270,0.7659,1.8114,0.6573,0.7363,0.0053,0.0029,0.5422,0.9821,233.1092,228.5795,220.1879,26.3296,27.4825,27.9765,-1.3148,-1.1356,-0.8869,3.8935,3.4085,2.8078,Kirmizi_Pistachio
81487,1305.462,479.7953,227.478,0.8805,322.1063,0.9156,88994,0.709,2.1092,0.6009,0.6713,0.0059,0.0028,0.4507,0.9506,224.5695,220.4866,206.6714,23.7992,25.5841,26.9308,-0.9562,-0.8984,-0.7211,3.1304,3.0416,2.7343,Kirmizi_Pistachio
60009,1132.484,405.3165,192.7359,0.8797,276.416,0.9553,62815,0.7488,2.103,0.588,0.682,0.0068,0.0032,0.4651,0.9781,211.7568,201.4153,195.1558,21.6153,22.2205,27.1302,-0.7166,-0.6853,-0.6068,2.6035,2.6229,2.5964,Kirmizi_Pistachio
75881,1112.911,445.0782,222.8896,0.8656,310.829,0.9603,79014,0.7528,1.9969,0.7699,0.6984,0.0059,0.0029,0.4877,0.9739,234.975,233.2794,225.9484,24.6736,26.2402,26.0744,-1.2069,-1.1857,-0.9589,3.4878,3.4762,2.8939,Kirmizi_Pistachio
63231,1107.589,427.6864,192.8126,0.8926,283.7397,0.9453,66893,0.6484,2.2181,0.6477,0.6634,0.0068,0.003,0.4401,0.9763,207.4696,196.2327,170.0906,19.6149,22.6172,24.5051,0.0848,0.4089,0.3752,2.6197,2.723,2.6142,Kirmizi_Pistachio
73482,2621.3689,483.8589,253.1174,0.8523,305.8761,0.7864,93439,0.6051,1.9116,0.1344,0.6322,0.0066,0.0034,0.3996,0.7639,205.5215,198.4352,174.047,18.4487,19.3414,23.4057,-0.6856,-0.5608,-0.2054,3.2059,3.1713,3.2923,Kirmizi_Pistachio
76715,1163.726,439.6134,226.2123,0.8574,312.5325,0.9817,78143,0.7481,1.9434,0.7119,0.7109,0.0057,0.0029,0.5054,0.9822,220.463,207.8144,184.7175,21.1586,21.0102,21.6313,-0.6941,-0.4818,-0.3975,3.4168,3.2742,3.2425,Kirmizi_Pistachio
79819,1193.443,448.4252,231.018,0.8571,318.7926,0.9631,82878,0.7369,1.9411,0.7042,0.7109,0.0056,0.0029,0.5054,0.981,202.635,189.7938,169.4094,16.0118,17.5188,20.2971,-0.2087,0.2193,0.8454,3.8398,4.0482,5.2269,Kirmizi_Pistachio
69644,1146.145,410.3784,223.2957,0.839,297.7809,0.9356,74435,0.6963,1.8378,0.6662,0.7256,0.0059,0.0032,0.5265,0.9677,209.668,200.9765,184.6274,20.3077,21.3186,22.491,-0.3479,-0.1704,0.2196,2.74,2.6636,3.3357,Kirmizi_Pistachio
60466,1602.021,377.7837,240.4111,0.7714,277.4666,0.8344,72465,0.6676,1.5714,0.2961,0.7345,0.0062,0.004,0.5394,0.8477,215.8606,205.7336,189.5495,21.5078,23.023,25.5626,-0.5399,-0.2304,-0.0025,2.7422,2.6558,2.7615,Kirmizi_Pistachio
35873,971.085,326.2059,143.605,0.8979,213.7169,0.9456,37935,0.7731,2.2715,0.478,0.6552,0.0091,0.004,0.4292,0.975,189.4529,178.6911,170.3339,16.1641,16.7325,17.2702,-0.2934,-0.1911,-0.3128,2.1265,2.0699,2.2704,Kirmizi_Pistachio
63966,1790.7111,401.2134,230.7706,0.818,285.384,0.8537,74929,0.6141,1.7386,0.2507,0.7113,0.0063,0.0036,0.506,0.8796,204.1417,192.1658,172.4944,21.8604,22.9962,25.9375,-0.1274,-0.0229,0.0603,2.2317,2.1933,2.3356,Kirmizi_Pistachio
71326,1254.259,458.2616,204.6301,0.8948,301.3554,0.9607,74246,0.6846,2.2395,0.5697,0.6576,0.0064,0.0029,0.4324,0.9684,209.2907,201.9895,197.2576,20.6486,20.8044,20.419,-0.7248,-0.6854,-0.472,2.8786,2.8532,3.3077,Kirmizi_Pistachio
83131,1210.476,440.3339,246.5731,0.8285,325.3393,0.9516,87361,0.7965,1.7858,0.713,0.7388,0.0053,0.003,0.5459,0.9749,222.1579,208.6545,198.7755,25.603,26.7848,25.798,-0.6765,-0.6846,-0.5985,2.4342,2.3727,2.238,Kirmizi_Pistachio
75519,1177.696,448.8726,227.9406,0.8615,310.0867,0.9183,82240,0.6927,1.9693,0.6842,0.6908,0.0059,0.003,0.4772,0.9398,212.5701,204.368,189.4588,25.0726,26.8529,28.7191,-0.1802,0.0483,0.2007,2.185,2.1699,2.2943,Kirmizi_Pistachio
79537,1439.5129,466.7973,221.2136,0.8806,318.2289,0.9437,84281,0.7568,2.1102,0.4823,0.6817,0.0059,0.0028,0.4648,0.9807,204.6975,197.9087,187.9034,21.6117,23.1871,25.4255,-0.5602,-0.4955,-0.2949,2.2785,2.1969,2.5691,Kirmizi_Pistachio
84746,1311.157,482.7735,235.904,0.8725,328.4843,0.9121,92914,0.7162,2.0465,0.6195,0.6804,0.0057,0.0028,0.463,0.9474,234.0097,226.3383,209.8439,24.899,24.6597,22.5776,-1.4815,-1.4231,-1.2952,4.335,4.2805,4.1503,Kirmizi_Pistachio
80715,1144.972,458.5215,228.5621,0.8669,320.5769,0.9723,83013,0.7613,2.0061,0.7737,0.6992,0.0057,0.0028,0.4888,0.9806,221.1563,208.8889,180.9397,23.5952,23.393,26.0999,-0.867,-0.7582,-0.2637,2.7818,2.8102,2.9265,Kirmizi_Pistachio
77596,1235.537,455.2329,225.296,0.8689,314.322,0.9554,81221,0.7448,2.0206,0.6388,0.6905,0.0059,0.0029,0.4767,0.9633,216.2329,207.4553,187.7797,21.1633,21.9773,22.754,-1.0836,-0.9881,-0.8232,3.4403,3.2519,3.2279,Kirmizi_Pistachio
83019,1180.433,482.4406,221.1325,0.8888,325.1201,0.9828,84468,0.75,2.1817,0.7487,0.6739,0.0058,0.0027,0.4542,0.9908,203.5143,191.2035,175.1152,20.3839,21.922,20.4829,0.074,0.1886,0.3229,2.2967,2.2882,2.8709,Kirmizi_Pistachio
66035,2038.506,435.733,207.4999,0.8793,289.9627,0.8606,76729,0.6566,2.0999,0.1997,0.6655,0.0066,0.0031,0.4428,0.9299,202.9684,195.678,179.4509,18.4829,19.1021,20.7004,-0.7156,-0.5906,-0.2231,2.878,2.7892,3.8936,Kirmizi_Pistachio
64036,1162.109,415.755,205.7012,0.869,285.5401,0.9208,69546,0.6947,2.0212,0.5959,0.6868,0.0065,0.0032,0.4717,0.9534,196.5916,182.0773,163.5223,19.0061,21.1301,23.9175,0.5599,0.663,0.7574,2.8995,2.6681,2.7631,Kirmizi_Pistachio
49216,1063.024,388.5879,164.7131,0.9057,250.3273,0.9444,52114,0.7365,2.3592,0.5473,0.6442,0.0079,0.0033,0.415,0.979,197.0027,184.3143,170.5168,22.226,23.2451,21.4433,-0.2591,-0.2537,-0.2704,1.7139,1.7178,1.7985,Kirmizi_Pistachio
75982,1171.054,469.321,208.4384,0.896,311.0358,0.9832,77284,0.7004,2.2516,0.6963,0.6627,0.0062,0.0027,0.4392,0.9889,203.0606,194.5402,176.8688,17.3535,18.7902,21.7423,-0.5195,-0.0187,0.662,3.5554,3.156,3.6438,Kirmizi_Pistachio
76680,1383.629,442.8727,223.7487,0.863,312.4612,0.9624,79672,0.7533,1.9793,0.5033,0.7055,0.0058,0.0029,0.4978,0.9853,219.7076,214.21,198.2934,24.8892,25.7525,25.7118,-1.0571,-0.9198,-0.7611,3.1485,2.8976,2.5069,Kirmizi_Pistachio
90014,1207.855,498.039,231.4844,0.8854,338.5401,0.991,90832,0.7498,2.1515,0.7753,0.6797,0.0055,0.0026,0.4621,0.9941,225.9191,217.7264,193.5058,21.4632,19.9156,17.4867,-1.4589,-1.5128,-0.7969,4.9061,5.0371,3.7463,Kirmizi_Pistachio
75639,1164.824,473.6581,203.8734,0.9026,310.333,0.9846,76819,0.7991,2.3233,0.7005,0.6552,0.0063,0.0027,0.4293,0.9973,212.3131,201.4593,187.6159,23.8009,24.1758,23.4319,-0.5966,-0.4881,-0.386,2.3474,2.2543,2.1467,Kirmizi_Pistachio
47569,1441.626,368.1418,180.4415,0.8716,246.1031,0.8518,55844,0.6452,2.0402,0.2876,0.6685,0.0077,0.0038,0.4469,0.9118,199.9255,189.2728,179.9715,20.8538,22.4746,18.5619,-0.5657,-0.6023,-0.6286,2.1542,2.1813,2.5498,Kirmizi_Pistachio
66817,1267.011,462.0721,192.5321,0.9091,291.6746,0.9166,72895,0.6172,2.4,0.523,0.6312,0.0069,0.0029,0.3985,0.9563,200.3826,190.2228,174.3821,19.655,21.8781,24.446,-0.4245,-0.2358,-0.4274,2.3271,2.1926,2.4213,Kirmizi_Pistachio
43091,1025.4771,414.3749,134.2832,0.946,234.2331,0.9605,44865,0.7672,3.0858,0.5149,0.5653,0.0096,0.0031,0.3195,0.986,184.5508,173.4432,164.3317,14.1836,14.1539,12.8368,-0.4452,-0.3709,-0.443,2.1649,2.1394,2.3595,Kirmizi_Pistachio
41435,1103.095,320.3445,172.6046,0.8424,229.6882,0.9236,44863,0.7345,1.8559,0.4279,0.717,0.0077,0.0042,0.5141,0.9541,201.0095,188.8952,167.8281,16.9207,16.7375,14.496,-0.9042,-0.8114,-0.3827,3.0736,2.9276,2.5795,Kirmizi_Pistachio
64467,1253.8051,411.6982,218.9355,0.8469,286.4995,0.8878,72618,0.6585,1.8805,0.5153,0.6959,0.0064,0.0034,0.4843,0.9107,198.2111,184.9329,172.8035,16.7196,17.8809,15.4727,-0.5806,-0.5035,0.0367,2.5952,2.4579,3.3445,Kirmizi_Pistachio
80709,1212.319,482.3517,216.2141,0.8939,320.5649,0.9785,82486,0.7768,2.2309,0.6901,0.6646,0.006,0.0027,0.4417,0.9853,218.3479,210.1409,196.4561,25.0301,26.5612,26.0852,-0.727,-0.6324,-0.3677,2.6649,2.5216,2.5631,Kirmizi_Pistachio
40127,858.363,334.9327,156.1191,0.8847,226.0338,0.9718,41290,0.7464,2.1454,0.6844,0.6749,0.0083,0.0039,0.4554,0.9771,183.6085,171.6538,163.22,13.998,14.3753,14.1624,0.2207,0.3437,0.3963,2.2562,2.3057,3.1727,Kirmizi_Pistachio
69391,1529.824,408.823,259.4663,0.7728,297.2396,0.8587,80807,0.6959,1.5756,0.3726,0.7271,0.0059,0.0037,0.5286,0.8329,202.7992,189.5348,171.5275,22.1201,24.4422,21.0314,-0.3323,-0.2852,-0.2426,2.067,2.163,2.3999,Kirmizi_Pistachio
90235,1236.269,485.8639,237.3859,0.8725,338.9554,0.9844,91662,0.772,2.0467,0.7419,0.6976,0.0054,0.0026,0.4867,0.9961,209.4782,197.8377,182.8207,17.7458,17.7984,18.658,-0.7282,-0.6507,-0.4272,3.6646,3.4569,3.6925,Kirmizi_Pistachio
79538,1222.442,465.5429,225.9824,0.8743,318.2309,0.9577,83048,0.7045,2.0601,0.6688,0.6836,0.0059,0.0028,0.4673,0.9626,207.8782,193.5868,174.438,19.5675,20.0099,20.9932,-0.7816,-0.7357,-0.7229,2.5508,2.4753,2.6176,Kirmizi_Pistachio
64717,1026.028,416.624,198.4042,0.8793,287.0544,0.9875,65539,0.7701,2.0999,0.7725,0.689,0.0064,0.0031,0.4747,0.9969,214.6925,206.4796,194.8734,23.0398,23.2275,25.0282,-0.6902,-0.5967,-0.2892,2.8883,2.6978,2.4418,Kirmizi_Pistachio
60483,1258.101,404.1308,194.3567,0.8768,277.5056,0.9469,63874,0.751,2.0793,0.4802,0.6867,0.0067,0.0032,0.4715,0.9804,208.4694,198.4963,185.5521,25.9287,26.9464,26.5597,-0.3306,-0.2051,-0.219,2.0609,1.9369,2.0658,Kirmizi_Pistachio
75774,1246.739,471.5271,209.4066,0.896,310.6098,0.9534,79477,0.7284,2.2517,0.6126,0.6587,0.0062,0.0028,0.4339,0.9771,217.2014,207.7605,185.1263,24.6228,26.5009,24.2508,-0.6805,-0.6371,-0.4611,2.6333,2.646,2.7431,Kirmizi_Pistachio
66992,1071.2889,427.4628,202.3311,0.8809,292.0563,0.9793,68406,0.747,2.1127,0.7335,0.6832,0.0064,0.003,0.4668,0.9862,218.6305,205.5354,185.6576,23.755,25.8462,27.1064,-0.765,-0.4122,-0.2423,2.8191,2.6724,2.5888,Kirmizi_Pistachio
96118,1282.005,502.7237,246.4533,0.8716,349.8303,0.9854,97545,0.7479,2.0398,0.7349,0.6959,0.0052,0.0026,0.4842,0.9878,216.655,206.828,187.8871,21.1023,22.2,23.903,-0.5954,-0.3684,-0.1386,2.9441,2.3966,2.0707,Kirmizi_Pistachio
79642,1144.603,463.9503,221.3451,0.8789,318.4389,0.9902,80431,0.7782,2.096,0.7639,0.6864,0.0058,0.0028,0.4711,0.9874,217.0688,210.0064,189.4863,23.4901,25.641,26.6423,-0.7871,-0.5287,-0.3032,2.6744,2.2202,1.9222,Kirmizi_Pistachio
78285,1169.6429,465.0707,218.7815,0.8824,315.7144,0.9741,80368,0.6502,2.1257,0.7191,0.6789,0.0059,0.0028,0.4608,0.9796,229.5635,220.6015,206.181,24.4884,25.1785,20.7357,-1.2026,-1.1474,-0.5694,3.6865,3.6682,2.8032,Kirmizi_Pistachio
64753,1081.6591,422.242,199.8473,0.8809,287.1342,0.9768,66292,0.7858,2.1128,0.6955,0.68,0.0065,0.0031,0.4624,0.977,233.6043,218.5608,187.0471,25.3753,24.3635,21.3576,-1.2815,-1.1453,-0.7338,3.8375,3.6475,2.8954,Kirmizi_Pistachio
83333,1146.979,457.7629,233.0776,0.8607,325.7343,0.989,84260,0.8123,1.964,0.796,0.7116,0.0055,0.0028,0.5063,0.9945,235.5306,234.3399,226.6352,27.6626,28.6142,27.1125,-1.5912,-1.4832,-1.1706,4.5594,4.1743,3.4032,Kirmizi_Pistachio
74490,1116.386,439.9262,218.446,0.868,307.9669,0.9898,75261,0.7523,2.0139,0.7511,0.7,0.0059,0.0029,0.4901,0.9869,218.4361,220.8578,219.3841,21.5332,22.5876,22.5208,-1.2306,-1.0065,-0.6469,4.2257,3.6743,2.9256,Kirmizi_Pistachio
78544,1281.4091,455.5487,228.9833,0.8645,316.2362,0.9499,82685,0.7441,1.9894,0.6011,0.6942,0.0058,0.0029,0.4819,0.9587,222.2087,214.2424,192.6396,22.3924,24.1539,21.6809,-0.8335,-0.6215,-0.3717,3.566,3.0969,2.8161,Kirmizi_Pistachio
82130,1169.217,466.5165,230.6381,0.8692,323.3747,0.9712,84565,0.778,2.0227,0.755,0.6932,0.0057,0.0028,0.4805,0.9719,230.8067,226.4807,206.3742,25.5313,27.2887,24.4347,-1.1324,-0.9769,-0.8925,3.5442,3.2348,3.2868,Kirmizi_Pistachio
75582,1175.749,461.3922,215.4832,0.8842,310.216,0.9547,79172,0.7161,2.1412,0.6871,0.6723,0.0061,0.0029,0.4521,0.9679,216.2368,213.765,199.2995,26.862,28.9681,28.8433,-0.471,-0.4094,-0.3239,2.348,2.2477,2.1045,Kirmizi_Pistachio
67777,1451.34,435.9016,210.1317,0.8761,293.7624,0.9021,75136,0.5933,2.0744,0.4043,0.6739,0.0064,0.0031,0.4542,0.9421,215.5322,201.0875,184.2252,23.61,24.3433,24.0623,-0.4425,-0.4406,-0.3986,2.5068,2.5468,2.8837,Kirmizi_Pistachio
66313,1870.754,403.2048,252.3931,0.7798,290.5724,0.8138,81481,0.6049,1.5975,0.2381,0.7207,0.0061,0.0038,0.5193,0.8297,215.0973,202.7575,182.8996,23.7711,24.2763,22.0889,-0.6279,-0.6356,-0.522,2.3005,2.3671,2.3174,Kirmizi_Pistachio
77399,1586.882,434.9457,233.3175,0.8439,313.9227,0.9465,81776,0.7448,1.8642,0.3862,0.7218,0.0056,0.003,0.5209,0.9711,210.0243,201.5979,186.4981,25.3766,26.4017,26.1296,-0.2902,-0.2139,0.0383,2.2245,2.1743,2.1898,Kirmizi_Pistachio
66494,1084.077,421.8923,205.8024,0.873,290.9687,0.9686,68650,0.7162,2.05,0.711,0.6897,0.0063,0.0031,0.4757,0.9751,216.4243,208.3613,189.9565,24.571,25.9356,25.2811,-0.7502,-0.6688,-0.5133,2.6611,2.4811,2.284,Kirmizi_Pistachio
78060,1251.8199,470.1811,226.1824,0.8767,315.2603,0.9347,83510,0.6835,2.0788,0.626,0.6705,0.006,0.0029,0.4496,0.9346,208.4788,195.4721,180.7567,18.2244,19.495,20.3053,-0.9805,-0.7895,-0.6068,3.3999,3.0253,3.3277,Kirmizi_Pistachio
79341,1286.035,490.0181,216.3564,0.8972,317.8366,0.9557,83022,0.6746,2.2649,0.6028,0.6486,0.0062,0.0027,0.4207,0.9529,217.6789,209.8996,194.5062,17.5802,17.9444,17.7091,-1.4978,-1.3221,-0.3348,5.7911,5.4374,4.9163,Kirmizi_Pistachio
